DEPTH,ABDCQF01,ABDCQF02,ABDCQF03,ABDCQF04,BS,CALI,DRHO,DT,DTS,GR,NPHI,PEF,RACEHM,RACELM,RHOB,ROP,RPCEHM,RPCELM,RT
145.9,,,,,36.0,,,,,,,,,,,,,,
146.0,,,,,36.0,,,,,,,,,,,,,,
146.1,,,,,36.0,,,,,,,,,,,,,,
146.2,,,,,36.0,,,,,,,,,,,,,,
146.3,,,,,36.0,,,,,,,,,,,,,,
146.4,,,,,36.0,,,,,,,,,,,,,,
146.5,,,,,36.0,,,,,,,,,,,,,,
146.6,,,,,36.0,,,,,,,,,,,,,,
146.7,,,,,36.0,,,,,,,,,,,,,,
146.8,,,,,36.0,,,,,,,,,,,,,,
146.9,,,,,36.0,,,,,,,,,,,,,,
147.0,,,,,36.0,,,,,,,,,,,,,,
147.1,,,,,36.0,,,,,,,,,,,,,,
147.2,,,,,36.0,,,,,,,,,,,,,,
147.3,,,,,36.0,,,,,,,,,,,,,,
147.4,,,,,36.0,,,,,,,,,,,,,,
147.5,,,,,36.0,,,,,,,,,,,,,,
147.6,,,,,36.0,,,,,,,,,,,,,,
147.7,,,,,36.0,,,,,,,,,,,,,,
147.8,,,,,36.0,,,,,,,,,,,,,,
147.9,,,,,36.0,,,,,,,,,,,,,,
148.0,,,,,36.0,,,,,,,,,,,,,,
148.1,,,,,36.0,,,,,,,,,,,,,,
148.2,,,,,36.0,,,,,,,,,,,,,,
148.3,,,,,36.0,,,,,,,,,,,,,,
148.4,,,,,36.0,,,,,,,,,,,,,,
148.5,,,,,36.0,,,,,,,,,,,,,,
148.6,,,,,36.0,,,,,,,,,,,,,,
148.7,,,,,36.0,,,,,,,,,,,,,,
148.8,,,,,36.0,,,,,,,,,,,,,,
148.9,,,,,36.0,,,,,,,,,,,,,,
149.0,,,,,36.0,,,,,,,,,,,,,,
149.1,,,,,36.0,,,,,,,,,,,,,,
149.2,,,,,36.0,,,,,,,,,,,,,,
149.3,,,,,36.0,,,,,,,,,,,,,,
149.4,,,,,36.0,,,,,,,,,,,,,,
149.5,,,,,36.0,,,,,,,,,,,,,,
149.6,,,,,36.0,,,,,,,,,,,,,,
149.7,,,,,36.0,,,,,,,,,,,,,,
149.8,,,,,36.0,,,,,,,,,,,,,,
149.9,,,,,36.0,,,,,,,,,,,,,,
150.0,,,,,36.0,,,,,,,,,,,,,,
150.1,,,,,36.0,,,,,,,,,,,,,,
150.2,,,,,36.0,,,,,,,,,,,,,,
150.3,,,,,36.0,,,,,,,,,,,,,,
150.4,,,,,36.0,,,,,,,,,,,,,,
150.5,,,,,36.0,,,,,,,,,,,,,,
150.6,,,,,36.0,,,,,,,,,,,,,,
150.7,,,,,36.0,,,,,,,,,,,,,,
150.8,,,,,36.0,,,,,,,,,,,,,,
150.9,,,,,36.0,,,,,,,,,,,,,,
151.0,,,,,36.0,,,,,,,,,,,,,,
151.1,,,,,36.0,,,,,,,,,,,,,,
151.2,,,,,36.0,,,,,,,,,,,,,,
151.3,,,,,36.0,,,,,,,,,,,,,,
151.4,,,,,36.0,,,,,,,,,,,,,,
151.5,,,,,36.0,,,,,,,,,,,,,,
151.6,,,,,36.0,,,,,,,,,,,,,,
151.7,,,,,36.0,,,,,,,,,,,,,,
151.8,,,,,36.0,,,,,,,,,,,,,,
151.9,,,,,36.0,,,,,,,,,,,,,,
152.0,,,,,36.0,,,,,,,,,,,,,,
152.1,,,,,36.0,,,,,,,,,,,,,,
152.2,,,,,36.0,,,,,,,,,,,,,,
152.3,,,,,36.0,,,,,,,,,,,,,,
152.4,,,,,36.0,,,,,,,,,,,,,,
152.5,,,,,36.0,,,,,,,,,,,,,,
152.6,,,,,36.0,,,,,,,,,,,,,,
152.7,,,,,36.0,,,,,,,,,,,,,,
152.8,,,,,36.0,,,,,,,,,,,,,,
152.9,,,,,36.0,,,,,,,,,,,,,,
153.0,,,,,36.0,,,,,,,,,,,,,,
153.1,,,,,36.0,,,,,,,,,,,,,,
153.2,,,,,36.0,,,,,,,,,,,,,,
153.3,,,,,36.0,,,,,,,,,,,,,,
153.4,,,,,36.0,,,,,,,,,,,,,,
153.5,,,,,36.0,,,,,,,,,,,,,,
153.6,,,,,36.0,,,,,,,,,,,,,,
153.7,,,,,36.0,,,,,,,,,,,,,,
153.8,,,,,36.0,,,,,,,,,,,,,,
153.9,,,,,36.0,,,,,,,,,,,,,,
154.0,,,,,36.0,,,,,,,,,,,,,,
154.1,,,,,36.0,,,,,,,,,,,,,,
154.2,,,,,36.0,,,,,,,,,,,,,,
154.3,,,,,36.0,,,,,,,,,,,,,,
154.4,,,,,36.0,,,,,,,,,,,,,,
154.5,,,,,36.0,,,,,,,,,,,,,,
154.6,,,,,36.0,,,,,,,,,,,,,,
154.7,,,,,36.0,,,,,,,,,,,,,,
154.8,,,,,36.0,,,,,,,,,,,,,,
154.9,,,,,36.0,,,,,,,,,,,,,,
155.0,,,,,36.0,,,,,,,,,,,,,,
155.1,,,,,36.0,,,,,,,,,,,,,,
155.2,,,,,36.0,,,,,,,,,,,,,,
155.3,,,,,36.0,,,,,,,,,,,,,,
155.4,,,,,36.0,,,,,,,,,,,,,,
155.5,,,,,36.0,,,,,,,,,,,,,,
155.6,,,,,36.0,,,,,,,,,,,,,,
155.7,,,,,36.0,,,,,,,,,,,,,,
155.8,,,,,36.0,,,,,,,,,,,,,,
155.9,,,,,36.0,,,,,,,,,,,,,,
156.0,,,,,36.0,,,,,,,,,,,,,,
156.1,,,,,36.0,,,,,,,,,,,,,,
156.2,,,,,36.0,,,,,,,,,,,,,,
156.3,,,,,36.0,,,,,,,,,,,,,,
156.4,,,,,36.0,,,,,,,,,,,,,,
156.5,,,,,36.0,,,,,,,,,,,,,,
156.6,,,,,36.0,,,,,,,,,,,,,,
156.7,,,,,36.0,,,,,,,,,,,,,,
156.8,,,,,36.0,,,,,,,,,,,,,,
156.9,,,,,36.0,,,,,,,,,,,,,,
157.0,,,,,36.0,,,,,,,,,,,,,,
157.1,,,,,36.0,,,,,,,,,,,,,,
157.2,,,,,36.0,,,,,,,,,,,,,,
157.3,,,,,36.0,,,,,,,,,,,,,,
157.4,,,,,36.0,,,,,,,,,,,,,,
157.5,,,,,36.0,,,,,,,,,,,,,,
157.6,,,,,36.0,,,,,,,,,,,,,,
157.7,,,,,36.0,,,,,,,,,,,,,,
157.8,,,,,36.0,,,,,,,,,,,,,,
157.9,,,,,36.0,,,,,,,,,,,,,,
158.0,,,,,36.0,,,,,,,,,,,,,,
158.1,,,,,36.0,,,,,,,,,,,,,,
158.2,,,,,36.0,,,,,,,,,,,,,,
158.3,,,,,36.0,,,,,,,,,,,,,,
158.4,,,,,36.0,,,,,,,,,,,,,,
158.5,,,,,36.0,,,,,,,,,,,,,,
158.6,,,,,36.0,,,,,,,,,,,,,,
158.7,,,,,36.0,,,,,,,,,,,,,,
158.8,,,,,36.0,,,,,,,,,,,,,,
158.9,,,,,36.0,,,,,,,,,,,,,,
159.0,,,,,36.0,,,,,,,,,,,,,,
159.1,,,,,36.0,,,,,,,,,,,,,,
159.2,,,,,36.0,,,,,,,,,,,,,,
159.3,,,,,36.0,,,,,,,,,,,,,,
159.4,,,,,36.0,,,,,,,,,,,,,,
159.5,,,,,36.0,,,,,,,,,,,,,,
159.6,,,,,36.0,,,,,,,,,,,,,,
159.7,,,,,36.0,,,,,,,,,,,,,,
159.8,,,,,36.0,,,,,,,,,,,,,,
159.9,,,,,36.0,,,,,,,,,,,,,,
160.0,,,,,36.0,,,,,,,,,,,,,,
160.1,,,,,36.0,,,,,,,,,,,,,,
160.2,,,,,36.0,,,,,,,,,,,,,,
160.3,,,,,36.0,,,,,,,,,,,,,,
160.4,,,,,36.0,,,,,,,,,,,,,,
160.5,,,,,36.0,,,,,,,,,,,,,,
160.6,,,,,36.0,,,,,,,,,,,,,,
160.7,,,,,36.0,,,,,,,,,,,,,,
160.8,,,,,36.0,,,,,,,,,,,,,,
160.9,,,,,36.0,,,,,,,,,,,,,,
161.0,,,,,36.0,,,,,,,,,,,,,,
161.1,,,,,36.0,,,,,,,,,,,,,,
161.2,,,,,36.0,,,,,,,,,,,,,,
161.3,,,,,36.0,,,,,,,,,,,,,,
161.4,,,,,36.0,,,,,,,,,,,,,,
161.5,,,,,36.0,,,,,,,,,,,,,,
161.6,,,,,36.0,,,,,,,,,,,,,,
161.7,,,,,36.0,,,,,,,,,,,,,,
161.8,,,,,36.0,,,,,,,,,,,,,,
161.9,,,,,36.0,,,,,,,,,,,,,,
162.0,,,,,36.0,,,,,,,,,,,,,,
162.1,,,,,36.0,,,,,,,,,,,,,,
162.2,,,,,36.0,,,,,,,,,,,,,,
162.3,,,,,36.0,,,,,,,,,,,,,,
162.4,,,,,36.0,,,,,,,,,,,,,,
162.5,,,,,36.0,,,,,,,,,,,,,,
162.6,,,,,36.0,,,,,,,,,,,,,,
162.7,,,,,36.0,,,,,,,,,,,,,,
162.8,,,,,36.0,,,,,,,,,,,,,,
162.9,,,,,36.0,,,,,,,,,,,,,,
163.0,,,,,36.0,,,,,,,,,,,,,,
163.1,,,,,36.0,,,,,,,,,,,,,,
163.2,,,,,36.0,,,,,,,,,,,,,,
163.3,,,,,36.0,,,,,,,,,,,,,,
163.4,,,,,36.0,,,,,,,,,,,,,,
163.5,,,,,36.0,,,,,,,,,,,,,,
163.6,,,,,36.0,,,,,,,,,,,,,,
163.7,,,,,36.0,,,,,,,,,,,,,,
163.8,,,,,36.0,,,,,,,,,,,,,,
163.9,,,,,36.0,,,,,,,,,,,,,,
164.0,,,,,36.0,,,,,,,,,,,,,,
164.1,,,,,36.0,,,,,,,,,,,,,,
164.2,,,,,36.0,,,,,,,,,,,,,,
164.3,,,,,36.0,,,,,,,,,,,,,,
164.4,,,,,36.0,,,,,,,,,,,,,,
164.5,,,,,36.0,,,,,,,,,,,,,,
164.6,,,,,36.0,,,,,,,,,,,,,,
164.7,,,,,36.0,,,,,,,,,,,,,,
164.8,,,,,36.0,,,,,,,,,,,,,,
164.9,,,,,36.0,,,,,,,,,,,,,,
165.0,,,,,36.0,,,,,,,,,,,,,,
165.1,,,,,36.0,,,,,,,,,,,,,,
165.2,,,,,36.0,,,,,,,,,,,,,,
165.3,,,,,36.0,,,,,,,,,,,,,,
165.4,,,,,36.0,,,,,,,,,,,,,,
165.5,,,,,36.0,,,,,,,,,,,,,,
165.6,,,,,36.0,,,,,,,,,,,,,,
165.7,,,,,36.0,,,,,,,,,,,,,,
165.8,,,,,36.0,,,,,,,,,,,,,,
165.9,,,,,36.0,,,,,,,,,,,,,,
166.0,,,,,36.0,,,,,,,,,,,,,,
166.1,,,,,36.0,,,,,,,,,,,,,,
166.2,,,,,36.0,,,,,,,,,,,,,,
166.3,,,,,36.0,,,,,,,,,,,,,,
166.4,,,,,36.0,,,,,,,,,,,,,,
166.5,,,,,36.0,,,,,,,,,,,,,,
166.6,,,,,36.0,,,,,,,,,,,,,,
166.7,,,,,36.0,,,,,,,,,,,,,,
166.8,,,,,36.0,,,,,,,,,,,,,,
166.9,,,,,36.0,,,,,,,,,,,,,,
167.0,,,,,36.0,,,,,,,,,,,,,,
167.1,,,,,36.0,,,,,,,,,,,,,,
167.2,,,,,36.0,,,,,,,,,,,,,,
167.3,,,,,36.0,,,,,,,,,,,,,,
167.4,,,,,36.0,,,,,,,,,,,,,,
167.5,,,,,36.0,,,,,,,,,,,,,,
167.6,,,,,36.0,,,,,,,,,,,,,,
167.7,,,,,36.0,,,,,,,,,,,,,,
167.8,,,,,36.0,,,,,,,,,,,,,,
167.9,,,,,36.0,,,,,,,,,,,,,,
168.0,,,,,36.0,,,,,,,,,,,,,,
168.1,,,,,36.0,,,,,,,,,,,,,,
168.2,,,,,36.0,,,,,,,,,,,,,,
168.3,,,,,36.0,,,,,,,,,,,,,,
168.4,,,,,36.0,,,,,,,,,,,,,,
168.5,,,,,36.0,,,,,,,,,,,,,,
168.6,,,,,36.0,,,,,,,,,,,,,,
168.7,,,,,36.0,,,,,,,,,,,,,,
168.8,,,,,36.0,,,,,,,,,,,,,,
168.9,,,,,36.0,,,,,,,,,,,,,,
169.0,,,,,36.0,,,,,,,,,,,,,,
169.1,,,,,36.0,,,,,,,,,,,,,,
169.2,,,,,36.0,,,,,,,,,,,,,,
169.3,,,,,36.0,,,,,,,,,,,,,,
169.4,,,,,36.0,,,,,,,,,,,,,,
169.5,,,,,36.0,,,,,,,,,,,,,,
169.6,,,,,36.0,,,,,,,,,,,,,,
169.7,,,,,36.0,,,,,,,,,,,,,,
169.8,,,,,36.0,,,,,,,,,,,,,,
169.9,,,,,36.0,,,,,,,,,,,,,,
170.0,,,,,36.0,,,,,,,,,,,,,,
170.1,,,,,36.0,,,,,,,,,,,,,,
170.2,,,,,36.0,,,,,,,,,,,,,,
170.3,,,,,36.0,,,,,,,,,,,,,,
170.4,,,,,36.0,,,,,,,,,,,,,,
170.5,,,,,36.0,,,,,,,,,,,,,,
170.6,,,,,36.0,,,,,,,,,,,,,,
170.7,,,,,36.0,,,,,,,,,,,,,,
170.8,,,,,36.0,,,,,,,,,,,,,,
170.9,,,,,36.0,,,,,,,,,,,,,,
171.0,,,,,36.0,,,,,,,,,,,,,,
171.1,,,,,36.0,,,,,,,,,,,,,,
171.2,,,,,36.0,,,,,,,,,,,,,,
171.3,,,,,36.0,,,,,,,,,,,,,,
171.4,,,,,36.0,,,,,,,,,,,,,,
171.5,,,,,36.0,,,,,,,,,,,,,,
171.6,,,,,36.0,,,,,,,,,,,,,,
171.7,,,,,36.0,,,,,,,,,,,,,,
171.8,,,,,36.0,,,,,,,,,,,,,,
171.9,,,,,36.0,,,,,,,,,,,,,,
172.0,,,,,36.0,,,,,,,,,,,,,,
172.1,,,,,36.0,,,,,,,,,,,,,,
172.2,,,,,36.0,,,,,,,,,,,,,,
172.3,,,,,36.0,,,,,,,,,,,,,,
172.4,,,,,36.0,,,,,,,,,,,,,,
172.5,,,,,36.0,,,,,,,,,,,,,,
172.6,,,,,36.0,,,,,,,,,,,,,,
172.7,,,,,36.0,,,,,,,,,,,,,,
172.8,,,,,36.0,,,,,,,,,,,,,,
172.9,,,,,36.0,,,,,,,,,,,,,,
173.0,,,,,36.0,,,,,,,,,,,,,,
173.1,,,,,36.0,,,,,,,,,,,,,,
173.2,,,,,36.0,,,,,,,,,,,,,,
173.3,,,,,36.0,,,,,,,,,,,,,,
173.4,,,,,36.0,,,,,,,,,,,,,,
173.5,,,,,36.0,,,,,,,,,,,,,,
173.6,,,,,36.0,,,,,,,,,,,,,,
173.7,,,,,36.0,,,,,,,,,,,,,,
173.8,,,,,36.0,,,,,,,,,,,,,,
173.9,,,,,36.0,,,,,,,,,,,,,,
174.0,,,,,36.0,,,,,,,,,,,,,,
174.1,,,,,36.0,,,,,,,,,,,,,,
174.2,,,,,36.0,,,,,,,,,,,,,,
174.3,,,,,36.0,,,,,,,,,,,,,,
174.4,,,,,36.0,,,,,,,,,,,,,,
174.5,,,,,36.0,,,,,,,,,,,,,,
174.6,,,,,36.0,,,,,,,,,,,,,,
174.7,,,,,36.0,,,,,,,,,,,,,,
174.8,,,,,36.0,,,,,,,,,,,,,,
174.9,,,,,36.0,,,,,,,,,,,,,,
175.0,,,,,36.0,,,,,,,,,,,,,,
175.1,,,,,36.0,,,,,,,,,,,,,,
175.2,,,,,36.0,,,,,,,,,,,,,,
175.3,,,,,36.0,,,,,,,,,,,,,,
175.4,,,,,36.0,,,,,,,,,,,,,,
175.5,,,,,36.0,,,,,,,,,,,,,,
175.6,,,,,36.0,,,,,,,,,,,,,,
175.7,,,,,36.0,,,,,,,,,,,,,,
175.8,,,,,36.0,,,,,,,,,,,,,,
175.9,,,,,36.0,,,,,,,,,,,,,,
176.0,,,,,36.0,,,,,,,,,,,,,,
176.1,,,,,36.0,,,,,,,,,,,,,,
176.2,,,,,36.0,,,,,,,,,,,,,,
176.3,,,,,36.0,,,,,,,,,,,,,,
176.4,,,,,36.0,,,,,,,,,,,,,,
176.5,,,,,36.0,,,,,,,,,,,,,,
176.6,,,,,36.0,,,,,,,,,,,,,,
176.7,,,,,36.0,,,,,,,,,,,,,,
176.8,,,,,36.0,,,,,,,,,,,,,,
176.9,,,,,36.0,,,,,,,,,,,,,,
177.0,,,,,36.0,,,,,,,,,,,,,,
177.1,,,,,36.0,,,,,,,,,,,,,,
177.2,,,,,36.0,,,,,,,,,,,,,,
177.3,,,,,36.0,,,,,,,,,,,,,,
177.4,,,,,36.0,,,,,,,,,,,,,,
177.5,,,,,36.0,,,,,,,,,,,,,,
177.6,,,,,36.0,,,,,,,,,,,,,,
177.7,,,,,36.0,,,,,,,,,,,,,,
177.8,,,,,36.0,,,,,,,,,,,,,,
177.9,,,,,36.0,,,,,,,,,,,,,,
178.0,,,,,36.0,,,,,,,,,,,,,,
178.1,,,,,36.0,,,,,,,,,,,,,,
178.2,,,,,36.0,,,,,,,,,,,,,,
178.3,,,,,36.0,,,,,,,,,,,,,,
178.4,,,,,36.0,,,,,,,,,,,,,,
178.5,,,,,36.0,,,,,,,,,,,,,,
178.6,,,,,36.0,,,,,,,,,,,,,,
178.7,,,,,36.0,,,,,,,,,,,,,,
178.8,,,,,36.0,,,,,,,,,,,,,,
178.9,,,,,36.0,,,,,,,,,,,,,,
179.0,,,,,36.0,,,,,,,,,,,,,,
179.1,,,,,36.0,,,,,,,,,,,,,,
179.2,,,,,36.0,,,,,,,,,,,,,,
179.3,,,,,36.0,,,,,,,,,,,,,,
179.4,,,,,36.0,,,,,,,,,,,,,,
179.5,,,,,36.0,,,,,,,,,,,,,,
179.6,,,,,36.0,,,,,,,,,,,,,,
179.7,,,,,36.0,,,,,,,,,,,,,,
179.8,,,,,36.0,,,,,,,,,,,,,,
179.9,,,,,36.0,,,,,,,,,,,,,,
180.0,,,,,36.0,,,,,,,,,,,,,,
180.1,,,,,36.0,,,,,,,,,,,,,,
180.2,,,,,36.0,,,,,,,,,,,,,,
180.3,,,,,36.0,,,,,,,,,,,,,,
180.4,,,,,36.0,,,,,,,,,,,,,,
180.5,,,,,36.0,,,,,,,,,,,,,,
180.6,,,,,36.0,,,,,,,,,,,,,,
180.7,,,,,36.0,,,,,,,,,,,,,,
180.8,,,,,36.0,,,,,,,,,,,,,,
180.9,,,,,36.0,,,,,,,,,,,,,,
181.0,,,,,36.0,,,,,,,,,,,,,,
181.1,,,,,36.0,,,,,,,,,,,,,,
181.2,,,,,36.0,,,,,,,,,,,,,,
181.3,,,,,36.0,,,,,,,,,,,,,,
181.4,,,,,36.0,,,,,,,,,,,,,,
181.5,,,,,36.0,,,,,,,,,,,,,,
181.6,,,,,36.0,,,,,,,,,,,,,,
181.7,,,,,36.0,,,,,,,,,,,,,,
181.8,,,,,36.0,,,,,,,,,,,,,,
181.9,,,,,36.0,,,,,,,,,,,,,,
182.0,,,,,36.0,,,,,,,,,,,,,,
182.1,,,,,36.0,,,,,,,,,,,,,,
182.2,,,,,36.0,,,,,,,,,,,,,,
182.3,,,,,36.0,,,,,,,,,,,,,,
182.4,,,,,36.0,,,,,,,,,,,,,,
182.5,,,,,36.0,,,,,,,,,,,,,,
182.6,,,,,36.0,,,,,,,,,,,,,,
182.7,,,,,36.0,,,,,,,,,,,,,,
182.8,,,,,36.0,,,,,,,,,,,,,,
182.9,,,,,36.0,,,,,,,,,,,,,,
183.0,,,,,36.0,,,,,,,,,,,,,,
183.1,,,,,36.0,,,,,,,,,,,,,,
183.2,,,,,36.0,,,,,,,,,,,,,,
183.3,,,,,36.0,,,,,,,,,,,,,,
183.4,,,,,36.0,,,,,,,,,,,,,,
183.5,,,,,36.0,,,,,,,,,,,,,,
183.6,,,,,36.0,,,,,,,,,,,,,,
183.7,,,,,36.0,,,,,,,,,,,,,,
183.8,,,,,36.0,,,,,,,,,,,,,,
183.9,,,,,36.0,,,,,,,,,,,,,,
184.0,,,,,36.0,,,,,,,,,,,,,,
184.1,,,,,36.0,,,,,,,,,,,,,,
184.2,,,,,36.0,,,,,,,,,,,,,,
184.3,,,,,36.0,,,,,,,,,,,,,,
184.4,,,,,36.0,,,,,,,,,,,,,,
184.5,,,,,36.0,,,,,,,,,,,,,,
184.6,,,,,36.0,,,,,,,,,,,,,,
184.7,,,,,36.0,,,,,,,,,,,,,,
184.8,,,,,36.0,,,,,,,,,,,,,,
184.9,,,,,36.0,,,,,,,,,,,,,,
185.0,,,,,36.0,,,,,,,,,,,,,,
185.1,,,,,36.0,,,,,,,,,,,,,,
185.2,,,,,36.0,,,,,,,,,,,,,,
185.3,,,,,36.0,,,,,,,,,,,,,,
185.4,,,,,36.0,,,,,,,,,,,,,,
185.5,,,,,36.0,,,,,,,,,,,,,,
185.6,,,,,36.0,,,,,,,,,,,,,,
185.7,,,,,36.0,,,,,,,,,,,,,,
185.8,,,,,36.0,,,,,,,,,,,,,,
185.9,,,,,36.0,,,,,,,,,,,,,,
186.0,,,,,36.0,,,,,,,,,,,,,,
186.1,,,,,36.0,,,,,,,,,,,,,,
186.2,,,,,36.0,,,,,,,,,,,,,,
186.3,,,,,36.0,,,,,,,,,,,,,,
186.4,,,,,36.0,,,,,,,,,,,,,,
186.5,,,,,36.0,,,,,,,,,,,,,,
186.6,,,,,36.0,,,,,,,,,,,,,,
186.7,,,,,36.0,,,,,,,,,,,,,,
186.8,,,,,36.0,,,,,,,,,,,,,,
186.9,,,,,36.0,,,,,,,,,,,,,,
187.0,,,,,36.0,,,,,,,,,,,,,,
187.1,,,,,36.0,,,,,,,,,,,,,,
187.2,,,,,36.0,,,,,,,,,,,,,,
187.3,,,,,36.0,,,,,,,,,,,,,,
187.4,,,,,36.0,,,,,,,,,,,,,,
187.5,,,,,36.0,,,,,,,,,,,,,,
187.6,,,,,36.0,,,,,,,,,,,,,,
187.7,,,,,36.0,,,,,,,,,,,,,,
187.8,,,,,36.0,,,,,,,,,,,,,,
187.9,,,,,36.0,,,,,,,,,,,,,,
188.0,,,,,36.0,,,,,,,,,,,,,,
188.1,,,,,36.0,,,,,,,,,,,,,,
188.2,,,,,36.0,,,,,,,,,,,,,,
188.3,,,,,36.0,,,,,,,,,,,,,,
188.4,,,,,36.0,,,,,,,,,,,,,,
188.5,,,,,36.0,,,,,,,,,,,,,,
188.6,,,,,36.0,,,,,,,,,,,,,,
188.7,,,,,36.0,,,,,,,,,,,,,,
188.8,,,,,36.0,,,,,,,,,,,,,,
188.9,,,,,36.0,,,,,,,,,,,,,,
189.0,,,,,36.0,,,,,,,,,,,,,,
189.1,,,,,36.0,,,,,,,,,,,,,,
189.2,,,,,36.0,,,,,,,,,,,,,,
189.3,,,,,36.0,,,,,,,,,,,,,,
189.4,,,,,36.0,,,,,,,,,,,,,,
189.5,,,,,36.0,,,,,,,,,,,,,,
189.6,,,,,36.0,,,,,,,,,,,,,,
189.7,,,,,36.0,,,,,,,,,,,,,,
189.8,,,,,36.0,,,,,,,,,,,,,,
189.9,,,,,36.0,,,,,,,,,,,,,,
190.0,,,,,36.0,,,,,,,,,,,,,,
190.1,,,,,36.0,,,,,,,,,,,,,,
190.2,,,,,36.0,,,,,,,,,,,,,,
190.3,,,,,36.0,,,,,,,,,,,,,,
190.4,,,,,36.0,,,,,,,,,,,,,,
190.5,,,,,36.0,,,,,,,,,,,,,,
190.6,,,,,36.0,,,,,,,,,,,,,,
190.7,,,,,36.0,,,,,,,,,,,,,,
190.8,,,,,36.0,,,,,,,,,,,,,,
190.9,,,,,36.0,,,,,,,,,,,,,,
191.0,,,,,36.0,,,,,,,,,,,,,,
191.1,,,,,36.0,,,,,,,,,,,,,,
191.2,,,,,36.0,,,,,,,,,,,,,,
191.3,,,,,36.0,,,,,,,,,,,,,,
191.4,,,,,36.0,,,,,,,,,,,,,,
191.5,,,,,36.0,,,,,,,,,,,,,,
191.6,,,,,36.0,,,,,,,,,,,,,,
191.7,,,,,36.0,,,,,,,,,,,,,,
191.8,,,,,36.0,,,,,,,,,,,,,,
191.9,,,,,36.0,,,,,,,,,,,,,,
192.0,,,,,36.0,,,,,,,,,,,,,,
192.1,,,,,36.0,,,,,,,,,,,,,,
192.2,,,,,36.0,,,,,,,,,,,,,,
192.3,,,,,36.0,,,,,,,,,,,,,,
192.4,,,,,36.0,,,,,,,,,,,,,,
192.5,,,,,36.0,,,,,,,,,,,,,,
192.6,,,,,36.0,,,,,,,,,,,,,,
192.7,,,,,36.0,,,,,,,,,,,,,,
192.8,,,,,36.0,,,,,,,,,,,,,,
192.9,,,,,36.0,,,,,,,,,,,,,,
193.0,,,,,36.0,,,,,,,,,,,,,,
193.1,,,,,36.0,,,,,,,,,,,,,,
193.2,,,,,36.0,,,,,,,,,,,,,,
193.3,,,,,36.0,,,,,,,,,,,,,,
193.4,,,,,36.0,,,,,,,,,,,,,,
193.5,,,,,36.0,,,,,,,,,,,,,,
193.6,,,,,36.0,,,,,,,,,,,,,,
193.7,,,,,36.0,,,,,,,,,,,,,,
193.8,,,,,36.0,,,,,,,,,,,,,,
193.9,,,,,36.0,,,,,,,,,,,,,,
194.0,,,,,36.0,,,,,,,,,,,,,,
194.1,,,,,36.0,,,,,,,,,,,,,,
194.2,,,,,36.0,,,,,,,,,,,,,,
194.3,,,,,36.0,,,,,,,,,,,,,,
194.4,,,,,36.0,,,,,,,,,,,,,,
194.5,,,,,36.0,,,,,,,,,,,,,,
194.6,,,,,36.0,,,,,,,,,,,,,,
194.7,,,,,36.0,,,,,,,,,,,,,,
194.8,,,,,36.0,,,,,,,,,,,,,,
194.9,,,,,36.0,,,,,,,,,,,,,,
195.0,,,,,36.0,,,,,,,,,,,,,,
195.1,,,,,36.0,,,,,,,,,,,,,,
195.2,,,,,36.0,,,,,,,,,,,,,,
195.3,,,,,36.0,,,,,,,,,,,,,,
195.4,,,,,36.0,,,,,,,,,,,,,,
195.5,,,,,36.0,,,,,,,,,,,,,,
195.6,,,,,36.0,,,,,,,,,,,,,,
195.7,,,,,36.0,,,,,,,,,,,,,,
195.8,,,,,36.0,,,,,,,,,,,,,,
195.9,,,,,36.0,,,,,,,,,,,,,,
196.0,,,,,36.0,,,,,,,,,,,,,,
196.1,,,,,36.0,,,,,,,,,,,,,,
196.2,,,,,36.0,,,,,,,,,,,,,,
196.3,,,,,36.0,,,,,,,,,,,,,,
196.4,,,,,36.0,,,,,,,,,,,,,,
196.5,,,,,36.0,,,,,,,,,,,,,,
196.6,,,,,36.0,,,,,,,,,,,,,,
196.7,,,,,36.0,,,,,,,,,,,,,,
196.8,,,,,36.0,,,,,,,,,,,,,,
196.9,,,,,36.0,,,,,,,,,,,,,,
197.0,,,,,36.0,,,,,,,,,,,,,,
197.1,,,,,36.0,,,,,,,,,,,,,,
197.2,,,,,36.0,,,,,,,,,,,,,,
197.3,,,,,36.0,,,,,,,,,,,,,,
197.4,,,,,36.0,,,,,,,,,,,,,,
197.5,,,,,36.0,,,,,,,,,,,,,,
197.6,,,,,36.0,,,,,,,,,,,,,,
197.7,,,,,36.0,,,,,,,,,,,,,,
197.8,,,,,36.0,,,,,,,,,,,,,,
197.9,,,,,36.0,,,,,3.725,,,,,,,,,
198.0,,,,,36.0,,,,,4.2923,,,,,,,,,
198.1,,,,,36.0,,,,,4.5208,,,,,,,,,
198.2,,,,,36.0,,,,,3.9277,,,,,,,,,
198.3,,,,,36.0,,,,,3.482,,,,,,,,,
198.4,,,,,36.0,,,,,3.5357,,,,,,,,,
198.5,,,,,36.0,,,,,4.3172,,,,,,,,,
198.6,,,,,36.0,,,,,4.739,,,,,,,,,
198.7,,,,,36.0,,,,,3.6742,,,,,,,,,
198.8,,,,,36.0,,,,,3.5129,,,,,,,,,
198.9,,,,,36.0,,,,,3.1183,,,,,,,,,
199.0,,,,,36.0,,,,,2.9731,,,,,,,,,
